"PK_BIOGEO";"FPK_NATURA";"SITECODE";"CODE_BIOGEO";"NAME_FR";"NAME_UE";"COVER"
"7367";"8580";"FR7200688";"4";"Atlantique";"atlantic";"100"
"7368";"8581";"FR7200689";"4";"Atlantique";"atlantic";"100"
"7369";"8582";"FR7200693";"4";"Atlantique";"atlantic";"100"
"7370";"8583";"FR7200695";"4";"Atlantique";"atlantic";"100"
"7371";"8584";"FR7200697";"4";"Atlantique";"atlantic";"100"
"7372";"8585";"FR7200700";"4";"Atlantique";"atlantic";"100"
"7373";"8586";"FR7200702";"4";"Atlantique";"atlantic";"100"
"7374";"8587";"FR7200714";"4";"Atlantique";"atlantic";"100"
"7375";"8588";"FR7200715";"4";"Atlantique";"atlantic";"100"
"7376";"8589";"FR7200716";"4";"Atlantique";"atlantic";"100"
"7377";"8590";"FR7200720";"4";"Atlantique";"atlantic";"100"
"7378";"8591";"FR7200724";"4";"Atlantique";"atlantic";"100"
"7379";"8592";"FR7200733";"4";"Atlantique";"atlantic";"100"
"7380";"8593";"FR7200742";"1";"Alpine";"alpine";"78,2"
"7381";"8593";"FR7200742";"4";"Atlantique";"atlantic";"21,8"
"7382";"8594";"FR7200743";"1";"Alpine";"alpine";"100"
"7383";"8595";"FR7200744";"1";"Alpine";"alpine";"100"
"7384";"8596";"FR7200745";"1";"Alpine";"alpine";"97"
"7385";"8596";"FR7200745";"4";"Atlantique";"atlantic";"3"
"7386";"8597";"FR7200746";"1";"Alpine";"alpine";"100"
"7387";"8598";"FR7200747";"1";"Alpine";"alpine";"100"
"7388";"8599";"FR7200749";"1";"Alpine";"alpine";"55,98"
"7389";"8599";"FR7200749";"4";"Atlantique";"atlantic";"44,02"
"7390";"8600";"FR7200750";"1";"Alpine";"alpine";"97"
"7391";"8600";"FR7200750";"4";"Atlantique";"atlantic";"3"
"7392";"8601";"FR7200751";"1";"Alpine";"alpine";"62,84"
"7393";"8601";"FR7200751";"4";"Atlantique";"atlantic";"37,16"
"7394";"8602";"FR7200752";"1";"Alpine";"alpine";"50,3"
"7395";"8602";"FR7200752";"4";"Atlantique";"atlantic";"49,7"
"7396";"8603";"FR7200753";"1";"Alpine";"alpine";"100"
"7397";"8604";"FR7200754";"1";"Alpine";"alpine";"28,06"
"7398";"8604";"FR7200754";"4";"Atlantique";"atlantic";"71,94"
"7399";"8605";"FR7200756";"4";"Atlantique";"atlantic";"100"
"7400";"8606";"FR7200758";"4";"Atlantique";"atlantic";"100"
"7401";"8607";"FR7200759";"4";"Atlantique";"atlantic";"100"
"7402";"8608";"FR7200760";"4";"Atlantique";"atlantic";"100"
"7403";"8609";"FR7200771";"4";"Atlantique";"atlantic";"100"
"7404";"8610";"FR7200781";"4";"Atlantique";"atlantic";"99,18"
"7405";"8610";"FR7200781";"1";"Alpine";"alpine";"0,82"
"7406";"8611";"FR7200786";"1";"Alpine";"alpine";"6,81"
"7407";"8611";"FR7200786";"4";"Atlantique";"atlantic";"93,19"
"7408";"8612";"FR7200789";"4";"Atlantique";"atlantic";"100"
"7409";"8613";"FR7200790";"1";"Alpine";"alpine";"28,55"
"7410";"8613";"FR7200790";"4";"Atlantique";"atlantic";"71,45"
"7411";"8614";"FR7200791";"1";"Alpine";"alpine";"5,9"
"7412";"8614";"FR7200791";"4";"Atlantique";"atlantic";"94,1"
"7413";"8615";"FR7200793";"1";"Alpine";"alpine";"63,96"
"7414";"8615";"FR7200793";"4";"Atlantique";"atlantic";"36,04"
"7415";"8616";"FR7200797";"4";"Atlantique";"atlantic";"100"
"7416";"8617";"FR7200804";"4";"Atlantique";"atlantic";"100"
"7417";"8618";"FR7200805";"4";"Atlantique";"atlantic";"100"
"7418";"8619";"FR7200806";"4";"Atlantique";"atlantic";"100"
"7419";"8620";"FR7200809";"4";"Atlantique";"atlantic";"0,23"
"7420";"8620";"FR7200809";"8";"Continentale";"continental";"99,77"
"7421";"8621";"FR7300831";"1";"Alpine";"alpine";"100"
"7422";"8622";"FR7300857";"5";"Méditerranéenne";"mediterranean";"100"
"7423";"8623";"FR7300864";"5";"Méditerranéenne";"mediterranean";"100"
"7424";"8624";"FR7300877";"4";"Atlantique";"atlantic";"100"
"7425";"8625";"FR7300898";"4";"Atlantique";"atlantic";"100"
"7426";"8626";"FR7300904";"4";"Atlantique";"atlantic";"100"
"7427";"8627";"FR7300905";"4";"Atlantique";"atlantic";"100"
"7428";"8628";"FR7300906";"4";"Atlantique";"atlantic";"100"
"7429";"8629";"FR7300907";"4";"Atlantique";"atlantic";"100"
"7430";"8630";"FR7300908";"8";"Continentale";"continental";"100"
"7431";"8631";"FR7401103";"4";"Atlantique";"atlantic";"2,7"
"7432";"8631";"FR7401103";"8";"Continentale";"continental";"97,3"
"7433";"8632";"FR7401104";"8";"Continentale";"continental";"100"
"7434";"8633";"FR7401105";"8";"Continentale";"continental";"100"
"7435";"8634";"FR7401107";"8";"Continentale";"continental";"100"
"7436";"8635";"FR7401109";"8";"Continentale";"continental";"100"
"7437";"8636";"FR7401123";"8";"Continentale";"continental";"100"
"7438";"8637";"FR7401128";"8";"Continentale";"continental";"100"
"7439";"8638";"FR7401133";"8";"Continentale";"continental";"100"
"7440";"8639";"FR7401146";"8";"Continentale";"continental";"100"
"7441";"8640";"FR7401148";"8";"Continentale";"continental";"100"
"7442";"8641";"FR8201639";"8";"Continentale";"continental";"100"
"7443";"8642";"FR8201640";"8";"Continentale";"continental";"100"
"7444";"8643";"FR8201680";"1";"Alpine";"alpine";"100"
"7445";"8644";"FR8201735";"1";"Alpine";"alpine";"100"
"7446";"8645";"FR8301017";"8";"Continentale";"continental";"100"
"7447";"8646";"FR8301038";"8";"Continentale";"continental";"100"
"7448";"8647";"FR8301067";"8";"Continentale";"continental";"100"
"7449";"8648";"FR8301070";"8";"Continentale";"continental";"100"
"7450";"8649";"FR8301072";"8";"Continentale";"continental";"100"
"7451";"8650";"FR8301079";"8";"Continentale";"continental";"100"
"7452";"8651";"FR8301083";"8";"Continentale";"continental";"100"
"7453";"8652";"FR8302005";"8";"Continentale";"continental";"100"
"7454";"8653";"FR9101411";"5";"Méditerranéenne";"mediterranean";"100"
"7455";"8654";"FR9101419";"5";"Méditerranéenne";"mediterranean";"1,08"
"7456";"8654";"FR9101419";"8";"Continentale";"continental";"98,92"
"7457";"8655";"FR9101431";"5";"Méditerranéenne";"mediterranean";"100"
"7458";"8656";"FR9101472";"1";"Alpine";"alpine";"100"
"7459";"8657";"FR9101481";"5";"Méditerranéenne";"mediterranean";"100"
"7460";"8658";"FR9101482";"5";"Méditerranéenne";"mediterranean";"100"
"7461";"8659";"FR9301503";"1";"Alpine";"alpine";"100"
"7462";"8660";"FR9400601";"5";"Méditerranéenne";"mediterranean";"100"
"7463";"8661";"FR9400619";"5";"Méditerranéenne";"mediterranean";"100"
"7464";"8662";"FR9402012";"5";"Méditerranéenne";"mediterranean";"100"
"7465";"8663";"FR9402020";"5";"Méditerranéenne";"mediterranean";"100"
"7466";"8664";"FR9412008";"5";"Méditerranéenne";"mediterranean";"100"
