"PK_OWNERSHIP";"FPK_NATURA";"SITECODE";"TYPE";"LB_STPRO";"COVER"
"6393";"4583";"FR8201736";"01";"Propriété privée (personne physique)";
"6394";"4583";"FR8201736";"05";"Propriété d'une association, groupement ou société";
"6395";"4583";"FR8201736";"61";"Domaine privé de l'état";
"6396";"4584";"FR8201738";"01";"Propriété privée (personne physique)";
"6397";"4584";"FR8201738";"05";"Propriété d'une association, groupement ou société";
"6398";"4585";"FR8201741";"61";"Domaine privé de l'état";
"6403";"4588";"FR8201745";"30";"Domaine communal";
"6404";"4588";"FR8201745";"40";"Domaine départemental";
"6405";"4589";"FR8201749";"01";"Propriété privée (personne physique)";"49"
"6406";"4589";"FR8201749";"05";"Propriété d'une association, groupement ou société";"3"
"6407";"4589";"FR8201749";"20";"Collectivité territoriale";"1"
"6408";"4589";"FR8201749";"50";"Domaine régional";
"6409";"4589";"FR8201749";"61";"Domaine privé de l'état";"2"
"6410";"4589";"FR8201749";"62";"Domaine public de l'état";"34"
"6417";"4592";"FR8202004";"01";"Propriété privée (personne physique)";"40"
"6418";"4592";"FR8202004";"30";"Domaine communal";
"6419";"4592";"FR8202004";"40";"Domaine départemental";"60"
"6420";"4593";"FR8202006";"01";"Propriété privée (personne physique)";
"6421";"4593";"FR8202006";"05";"Propriété d'une association, groupement ou société";
"6422";"4593";"FR8202006";"20";"Collectivité territoriale";
"6423";"4593";"FR8202006";"50";"Domaine régional";
"6424";"4593";"FR8202006";"62";"Domaine public de l'état";
"6425";"4594";"FR8301019";"30";"Domaine communal";"16"
"6426";"4594";"FR8301019";"61";"Domaine privé de l'état";"84"
"6432";"4597";"FR8301039";"01";"Propriété privée (personne physique)";
"6437";"4599";"FR8301051";"01";"Propriété privée (personne physique)";"37"
"6438";"4599";"FR8301051";"61";"Domaine privé de l'état";"42"
"6439";"4599";"FR8301051";"31";"Domaine privé communal";"18"
"6442";"4601";"FR8301060";"90";"Autre";"100"
"6455";"4611";"FR8302002";"00";"Indéterminé";
"6456";"4611";"FR8302002";"01";"Propriété privée (personne physique)";
"6460";"4614";"FR9101361";"01";"Propriété privée (personne physique)";
"6461";"4614";"FR9101361";"62";"Domaine public de l'état";
"6471";"4620";"FR9101424";"61";"Domaine privé de l'état";
"6473";"4622";"FR9101430";"01";"Propriété privée (personne physique)";
"6476";"4625";"FR9101463";"01";"Propriété privée (personne physique)";
"6477";"4625";"FR9101463";"20";"Collectivité territoriale";
"6478";"4625";"FR9101463";"64";"Domaine public maritime";"0"
"6479";"4625";"FR9101463";"90";"Autre";"0"
"6480";"4626";"FR9101473";"01";"Propriété privée (personne physique)";
"6481";"4626";"FR9101473";"20";"Collectivité territoriale";
"6482";"4626";"FR9101473";"62";"Domaine public de l'état";
"6483";"4627";"FR9101483";"01";"Propriété privée (personne physique)";
"6484";"4627";"FR9101483";"20";"Collectivité territoriale";
"6555";"4656";"FR9301564";"60";"Domaine de l'état";"5"
"6556";"4656";"FR9301564";"30";"Domaine communal";"57"
"6557";"4656";"FR9301564";"01";"Propriété privée (personne physique)";"21"
"6558";"4656";"FR9301564";"00";"Indéterminé";"17"
"6636";"4695";"FR2100248";"01";"Propriété privée (personne physique)";
"6637";"4695";"FR2100248";"05";"Propriété d'une association, groupement ou société";
"6638";"4695";"FR2100248";"20";"Collectivité territoriale";
"6639";"4695";"FR2100248";"50";"Domaine régional";
"6641";"4697";"FR2100260";"01";"Propriété privée (personne physique)";
"6642";"4697";"FR2100260";"05";"Propriété d'une association, groupement ou société";
"6643";"4698";"FR2100263";"01";"Propriété privée (personne physique)";
"6644";"4698";"FR2100263";"05";"Propriété d'une association, groupement ou société";
"6645";"4699";"FR2100278";"01";"Propriété privée (personne physique)";
"6646";"4699";"FR2100278";"05";"Propriété d'une association, groupement ou société";
"6652";"4703";"FR2100310";"01";"Propriété privée (personne physique)";
"6653";"4703";"FR2100310";"05";"Propriété d'une association, groupement ou société";
"6664";"4709";"FR2200348";"30";"Domaine communal";"40"
"6665";"4709";"FR2200348";"01";"Propriété privée (personne physique)";"60"
"6722";"4728";"FR3100483";"01";"Propriété privée (personne physique)";
"6723";"4729";"FR3100485";"40";"Domaine départemental";
"6727";"4731";"FR3100488";"01";"Propriété privée (personne physique)";
"6728";"4731";"FR3100488";"05";"Propriété d'une association, groupement ou société";
"6729";"4731";"FR3100488";"30";"Domaine communal";
"6730";"4732";"FR3100489";"01";"Propriété privée (personne physique)";
"6731";"4732";"FR3100489";"05";"Propriété d'une association, groupement ou société";
"6732";"4732";"FR3100489";"20";"Collectivité territoriale";
"6733";"4732";"FR3100489";"50";"Domaine régional";
"6734";"4733";"FR3100491";"05";"Propriété d'une association, groupement ou société";
"6735";"4733";"FR3100491";"20";"Collectivité territoriale";
"6739";"4735";"FR3100494";"40";"Domaine départemental";
"6743";"4737";"FR3100498";"01";"Propriété privée (personne physique)";
"6744";"4737";"FR3100498";"05";"Propriété d'une association, groupement ou société";
"6746";"4739";"FR3100504";"01";"Propriété privée (personne physique)";
"6747";"4740";"FR3100507";"01";"Propriété privée (personne physique)";
"6748";"4740";"FR3100507";"05";"Propriété d'une association, groupement ou société";
"6749";"4740";"FR3100507";"20";"Collectivité territoriale";
"6750";"4740";"FR3100507";"50";"Domaine régional";
"6751";"4740";"FR3100507";"61";"Domaine privé de l'état";
"6752";"4740";"FR3100507";"62";"Domaine public de l'état";
"6753";"4741";"FR3100512";"01";"Propriété privée (personne physique)";
"6754";"4741";"FR3100512";"05";"Propriété d'une association, groupement ou société";
"6755";"4742";"FR3102001";"30";"Domaine communal";
"6756";"4743";"FR3102003";"64";"Domaine public maritime";
"6757";"4743";"FR3102003";"70";"Eaux territoriales";
"6772";"4749";"FR4301316";"01";"Propriété privée (personne physique)";"66"
"6773";"4749";"FR4301316";"30";"Domaine communal";"34"
"6774";"4749";"FR4301316";"60";"Domaine de l'état";"0"
"6778";"4752";"FR4301328";"01";"Propriété privée (personne physique)";"95"
"6779";"4752";"FR4301328";"30";"Domaine communal";"5"
"6780";"4752";"FR4301328";"60";"Domaine de l'état";"0"
"6781";"4753";"FR4301332";"01";"Propriété privée (personne physique)";"85"
"6782";"4753";"FR4301332";"30";"Domaine communal";"15"
"6783";"4753";"FR4301332";"60";"Domaine de l'état";"0"
"6786";"4755";"FR4301348";"01";"Propriété privée (personne physique)";"81"
"6787";"4755";"FR4301348";"30";"Domaine communal";"19"
"6788";"4755";"FR4301348";"60";"Domaine de l'état";"0"
"6808";"4762";"FR5200634";"01";"Propriété privée (personne physique)";"100"
"6809";"4763";"FR5200635";"01";"Propriété privée (personne physique)";"100"
"6810";"4764";"FR5200636";"01";"Propriété privée (personne physique)";"100"
"6834";"4772";"FR5400469";"20";"Collectivité territoriale";
"6835";"4772";"FR5400469";"64";"Domaine public maritime";
"6857";"4782";"FR7200729";"01";"Propriété privée (personne physique)";"100"
"6912";"4809";"FR8201642";"01";"Propriété privée (personne physique)";
"6913";"4809";"FR8201642";"05";"Propriété d'une association, groupement ou société";
"6995";"4839";"FR9101451";"01";"Propriété privée (personne physique)";
"6996";"4839";"FR9101451";"05";"Propriété d'une association, groupement ou société";
"6997";"4839";"FR9101451";"20";"Collectivité territoriale";
"6998";"4839";"FR9101451";"50";"Domaine régional";
"6999";"4840";"FR9101465";"01";"Propriété privée (personne physique)";
"7000";"4840";"FR9101465";"62";"Domaine public de l'état";
"7001";"4840";"FR9101465";"64";"Domaine public maritime";
"7006";"4842";"FR9101493";"01";"Propriété privée (personne physique)";
"7007";"4842";"FR9101493";"05";"Propriété d'une association, groupement ou société";
"7008";"4842";"FR9101493";"20";"Collectivité territoriale";
"7009";"4842";"FR9101493";"50";"Domaine régional";
"7010";"4843";"FR9102001";"01";"Propriété privée (personne physique)";
"7013";"4846";"FR9110105";"01";"Propriété privée (personne physique)";
"7014";"4846";"FR9110105";"20";"Collectivité territoriale";
"7015";"4846";"FR9110105";"62";"Domaine public de l'état";
"7020";"4850";"FR9301550";"01";"Propriété privée (personne physique)";"61"
"7021";"4850";"FR9301550";"30";"Domaine communal";"36"
"7022";"4850";"FR9301550";"60";"Domaine de l'état";"3"
"7036";"4856";"FR9301997";"70";"Eaux territoriales";"100"
"7058";"4868";"FR2100287";"01";"Propriété privée (personne physique)";
"7059";"4868";"FR2100287";"05";"Propriété d'une association, groupement ou société";
"7064";"4873";"FR2200352";"01";"Propriété privée (personne physique)";"85"
"7065";"4873";"FR2200352";"30";"Domaine communal";"14"
"7066";"4873";"FR2200352";"60";"Domaine de l'état";"1"
"7067";"4874";"FR2200353";"01";"Propriété privée (personne physique)";"50"
"7068";"4874";"FR2200353";"30";"Domaine communal";"50"
"7069";"4875";"FR2212003";"01";"Propriété privée (personne physique)";"65"
"7070";"4875";"FR2212003";"20";"Collectivité territoriale";
"7071";"4875";"FR2212003";"50";"Domaine régional";
"7072";"4875";"FR2212003";"30";"Domaine communal";"35"
"7116";"4890";"FR2600972";"01";"Propriété privée (personne physique)";"10"
"7117";"4890";"FR2600972";"30";"Domaine communal";"90"
"7124";"4894";"FR2600976";"01";"Propriété privée (personne physique)";
"7125";"4894";"FR2600976";"30";"Domaine communal";
"7126";"4894";"FR2600976";"61";"Domaine privé de l'état";
"7127";"4895";"FR2600979";"01";"Propriété privée (personne physique)";
"7128";"4895";"FR2600979";"30";"Domaine communal";
"7129";"4896";"FR2600980";"01";"Propriété privée (personne physique)";
"7130";"4897";"FR2600981";"01";"Propriété privée (personne physique)";"35"
"7131";"4897";"FR2600981";"30";"Domaine communal";"37"
"7132";"4897";"FR2600981";"62";"Domaine public de l'état";"28"
"7156";"4907";"FR2600994";"01";"Propriété privée (personne physique)";
"7157";"4907";"FR2600994";"41";"Domaine privé départemental";
"7203";"4925";"FR3100484";"01";"Propriété privée (personne physique)";
"7204";"4925";"FR3100484";"30";"Domaine communal";
"7205";"4925";"FR3100484";"40";"Domaine départemental";
"7209";"4927";"FR3100492";"01";"Propriété privée (personne physique)";
"7210";"4927";"FR3100492";"05";"Propriété d'une association, groupement ou société";
"7211";"4927";"FR3100492";"30";"Domaine communal";
"7212";"4928";"FR3100499";"10";"Etablissement public";
"7218";"4931";"FR4302001";"20";"Collectivité territoriale";"100"
"7274";"4953";"FR8201682";"40";"Domaine départemental";
"7275";"4954";"FR8201692";"01";"Propriété privée (personne physique)";"45"
"7276";"4954";"FR8201692";"62";"Domaine public de l'état";"10"
"7277";"4954";"FR8201692";"32";"Domaine public communal";"39"
"7278";"4954";"FR8201692";"00";"Indéterminé";"6"
"7279";"4955";"FR8201726";"61";"Domaine privé de l'état";"58"
"7280";"4955";"FR8201726";"01";"Propriété privée (personne physique)";"0,32"
"7281";"4955";"FR8201726";"30";"Domaine communal";"0,89"
"7301";"4964";"FR8302032";"90";"Autre";"100"
"8128";"5327";"FR2100264";"01";"Propriété privée (personne physique)";
"8129";"5327";"FR2100264";"05";"Propriété d'une association, groupement ou société";
"8138";"5331";"FR2100281";"01";"Propriété privée (personne physique)";
"8139";"5331";"FR2100281";"05";"Propriété d'une association, groupement ou société";
"8150";"5338";"FR2200382";"01";"Propriété privée (personne physique)";"1"
"8151";"5338";"FR2200382";"61";"Domaine privé de l'état";"98"
"8152";"5338";"FR2200382";"32";"Domaine public communal";"1"
"8199";"5355";"FR4301323";"01";"Propriété privée (personne physique)";"20"
"8200";"5355";"FR4301323";"30";"Domaine communal";"40"
"8201";"5355";"FR4301323";"60";"Domaine de l'état";"40"
"8225";"5364";"FR7200676";"01";"Propriété privée (personne physique)";"90"
"8226";"5364";"FR7200676";"20";"Collectivité territoriale";"5"
"8227";"5364";"FR7200676";"05";"Propriété d'une association, groupement ou société";"5"
"8233";"5367";"FR7200694";"01";"Propriété privée (personne physique)";"100"
"8242";"5370";"FR7200717";"01";"Propriété privée (personne physique)";"36"
"8243";"5370";"FR7200717";"30";"Domaine communal";"60"
"8244";"5370";"FR7200717";"40";"Domaine départemental";"2"
"8245";"5370";"FR7200717";"60";"Domaine de l'état";"2"
"8254";"5374";"FR7200732";"01";"Propriété privée (personne physique)";"100"
"8264";"5380";"FR7200801";"01";"Propriété privée (personne physique)";"95"
"8265";"5380";"FR7200801";"20";"Collectivité territoriale";"4"
"8266";"5380";"FR7200801";"60";"Domaine de l'état";"1"
"8267";"5381";"FR7200802";"01";"Propriété privée (personne physique)";"100"
"8272";"5383";"FR7200810";"30";"Domaine communal";
"8273";"5383";"FR7200810";"01";"Propriété privée (personne physique)";"86,5"
"8274";"5383";"FR7200810";"20";"Collectivité territoriale";"13,5"
"8275";"5384";"FR7300852";"01";"Propriété privée (personne physique)";
"8276";"5384";"FR7300852";"05";"Propriété d'une association, groupement ou société";
"8277";"5384";"FR7300852";"20";"Collectivité territoriale";
"8278";"5384";"FR7300852";"50";"Domaine régional";
"8312";"5395";"FR8201772";"01";"Propriété privée (personne physique)";
"8313";"5395";"FR8201772";"05";"Propriété d'une association, groupement ou société";
"8338";"5411";"FR8302035";"62";"Domaine public de l'état";"100"
"8342";"5414";"FR8302041";"90";"Autre";"100"
"8343";"5415";"FR9101363";"01";"Propriété privée (personne physique)";
"8344";"5415";"FR9101363";"20";"Collectivité territoriale";
"8345";"5415";"FR9101363";"62";"Domaine public de l'état";
"8349";"5417";"FR9101367";"01";"Propriété privée (personne physique)";
"8350";"5417";"FR9101367";"62";"Domaine public de l'état";
"8355";"5420";"FR9101371";"01";"Propriété privée (personne physique)";
"8356";"5420";"FR9101371";"62";"Domaine public de l'état";
"8357";"5421";"FR9101378";"01";"Propriété privée (personne physique)";
"8358";"5421";"FR9101378";"05";"Propriété d'une association, groupement ou société";
"8361";"5424";"FR9101384";"01";"Propriété privée (personne physique)";
"8362";"5424";"FR9101384";"62";"Domaine public de l'état";
"8378";"5432";"FR9101468";"30";"Domaine communal";
"8379";"5432";"FR9101468";"61";"Domaine privé de l'état";
"8385";"5434";"FR9101490";"01";"Propriété privée (personne physique)";
"8387";"5436";"FR9102007";"01";"Propriété privée (personne physique)";"75"
"8388";"5436";"FR9102007";"62";"Domaine public de l'état";"25"
"8445";"5458";"FR2100282";"01";"Propriété privée (personne physique)";
"8446";"5458";"FR2100282";"05";"Propriété d'une association, groupement ou société";
"8447";"5459";"FR2200377";"01";"Propriété privée (personne physique)";"10"
"8448";"5459";"FR2200377";"61";"Domaine privé de l'état";"88"
"8449";"5459";"FR2200377";"31";"Domaine privé communal";"2"
"8459";"5463";"FR2600963";"01";"Propriété privée (personne physique)";"45"
